log_id,dateiname,schritt,level,nachricht,fehler_details,erstellt_von_user_id,erstellt_am,geaendert_von_user_id,geaendert_am
915,SONSTIGE_ANGEBOTE_TV17_2024_06.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,23,2024-04-15 01:01:22,,2024-12-13 05:02:31
916,TICKET_VERKAEUFE_TV19_2024_01.csv,export,info,Verarbeitung gestartet,,67,2025-06-24 02:38:25,52,2024-02-17 03:34:29
917,PLAN_UMSATZ_TV20_2024_12_final.csv,aggregate,info,Verarbeitung gestartet,,60,2025-04-03 19:40:34,44,2024-01-22 12:54:23
918,TICKET_VERKAEUFE_TV5_2024_06.csv,aggregate,warning,Verarbeitung mit Warnungen,,57,2024-12-27 06:31:07,,2024-01-07 16:50:44
919,PLAN_UMSATZ_TV5_2025_09_final.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,17,2025-12-25 19:20:19,,2025-06-26 05:28:20
920,SONSTIGE_ANGEBOTE_TV17_2025_07_korrigiert.csv,ingest,error,Verarbeitung fehlgeschlagen,Ticketcode unbekannt,3,2025-07-12 01:58:37,,
921,TICKET_VERKAEUFE_TV18_2024_05_testlauf.csv,validate,info,Verarbeitung gestartet,,57,2024-09-09 13:44:36,,2024-08-01 13:07:24
922,SONSTIGE_ANGEBOTE_TV14_2025_02.csv,ingest,info,Verarbeitung gestartet,,44,2025-09-10 07:11:20,,
923,PLAN_UMSATZ_TV13_2025_11.csv,ingest,success,Verarbeitung erfolgreich,,,2024-09-15 00:08:41,,
924,TICKET_VERKAEUFE_TV2_2024_09_testlauf.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,43,2024-03-09 15:40:56,5,2025-12-06 01:27:28
925,PLAN_UMSATZ_TV2_2025_04_testlauf.csv,aggregate,warning,Verarbeitung mit Warnungen,,33,2025-04-29 19:57:17,49,2025-01-18 17:35:12
926,SONSTIGE_ANGEBOTE_TV13_2025_12_testlauf.csv,aggregate,info,Verarbeitung gestartet,,34,2024-11-26 22:37:28,18,2025-08-10 01:01:30
927,TICKET_VERKAEUFE_TV18_2025_01.csv,validate,info,Verarbeitung gestartet,,23,2024-05-17 02:57:46,,
928,PLAN_UMSATZ_TV6_2025_08.csv,aggregate,info,Verarbeitung gestartet,,36,2025-04-22 14:29:18,7,2025-01-24 01:04:35
929,PLAN_UMSATZ_TV4_2024_11.csv,aggregate,error,Verarbeitung fehlgeschlagen,Ungültiges Datumsformat,,2024-10-02 00:50:08,,
930,PLAN_UMSATZ_TV6_2024_01.csv,ingest,info,Verarbeitung gestartet,,,2025-06-21 03:39:06,,2025-08-27 11:32:50
931,PLAN_UMSATZ_TV10_2025_10_testlauf.csv,ingest,info,Verarbeitung gestartet,,,2025-11-24 09:33:01,50,
932,PLAN_UMSATZ_TV6_2025_01.csv,aggregate,info,Verarbeitung gestartet,,30,2025-11-24 18:10:12,,
933,PLAN_UMSATZ_TV11_2025_01_korrigiert.csv,export,info,Verarbeitung gestartet,,,2024-05-02 21:09:15,11,
934,SONSTIGE_ANGEBOTE_TV3_2024_01_v1.csv,validate,info,Verarbeitung gestartet,,,2025-01-13 18:40:22,,
935,SONSTIGE_ANGEBOTE_TV5_2025_05_v1.csv,aggregate,info,Verarbeitung gestartet,,37,2024-02-06 04:02:43,71,
936,PLAN_UMSATZ_TV12_2025_02_final.csv,aggregate,warning,Verarbeitung mit Warnungen,,71,2024-08-07 15:39:14,,2024-03-14 22:55:06
937,TICKET_VERKAEUFE_TV6_2025_10_korrigiert.csv,export,info,Verarbeitung gestartet,,,2025-08-15 09:02:05,59,2024-02-08 20:46:19
938,TICKET_VERKAEUFE_TV20_2025_11_testlauf.csv,aggregate,info,Verarbeitung gestartet,,,2024-12-26 08:28:30,25,2024-02-13 23:00:50
939,SONSTIGE_ANGEBOTE_TV13_2024_02_v1.csv,aggregate,info,Verarbeitung gestartet,,32,2024-02-08 07:10:08,,
940,PLAN_UMSATZ_TV5_2024_05.csv,export,info,Verarbeitung gestartet,,34,2025-07-15 17:05:24,63,2024-04-24 04:32:38
941,TICKET_VERKAEUFE_TV19_2024_01.csv,export,info,Verarbeitung gestartet,,7,2024-05-15 10:40:13,,2024-12-19 08:47:22
942,SONSTIGE_ANGEBOTE_TV18_2025_07_final.csv,aggregate,success,Verarbeitung erfolgreich,,,2024-06-04 12:21:24,,2024-07-16 00:34:15
943,PLAN_UMSATZ_TV17_2025_05.csv,aggregate,info,Verarbeitung gestartet,,,2024-05-25 17:55:34,,
944,TICKET_VERKAEUFE_TV9_2024_01.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,29,2024-07-05 10:43:29,69,
945,PLAN_UMSATZ_TV18_2025_05.csv,aggregate,info,Verarbeitung gestartet,,15,2024-01-26 14:19:57,,
946,PLAN_UMSATZ_TV12_2025_02_final.csv,export,info,Verarbeitung gestartet,,33,2024-11-26 20:50:59,4,
947,PLAN_UMSATZ_TV9_2024_09_testlauf.csv,validate,info,Verarbeitung gestartet,,,2025-10-13 21:55:17,,
948,SONSTIGE_ANGEBOTE_TV9_2024_08_v1.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,8,2025-06-08 07:37:54,70,2024-11-01 12:34:28
949,TICKET_VERKAEUFE_TV4_2024_06_testlauf.csv,ingest,info,Verarbeitung gestartet,,14,2024-05-08 09:51:53,,
950,TICKET_VERKAEUFE_TV3_2024_08.csv,validate,error,Verarbeitung fehlgeschlagen,Ticketcode unbekannt,,2025-11-21 06:14:21,,2024-12-19 13:44:22
951,PLAN_UMSATZ_TV11_2024_04.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2025-09-07 04:12:44,,
952,PLAN_UMSATZ_TV18_2024_12_testlauf.csv,aggregate,success,Verarbeitung erfolgreich,,13,2025-05-08 22:34:08,44,2025-03-19 09:56:32
953,TICKET_VERKAEUFE_TV6_2025_07_final.csv,validate,info,Verarbeitung gestartet,,,2025-04-23 04:03:35,5,2024-02-06 05:32:52
954,PLAN_UMSATZ_TV15_2024_02_final.csv,export,info,Verarbeitung gestartet,,60,2025-05-31 21:40:12,,
955,TICKET_VERKAEUFE_TV18_2025_01.csv,aggregate,info,Verarbeitung gestartet,,45,2025-09-16 16:02:52,,2025-03-15 11:09:24
956,PLAN_UMSATZ_TV15_2024_02_final.csv,ingest,warning,Verarbeitung mit Warnungen,,24,2025-02-25 12:07:43,75,
957,SONSTIGE_ANGEBOTE_TV9_2024_07_v1.csv,validate,info,Verarbeitung gestartet,,64,2025-02-11 19:02:21,49,
958,SONSTIGE_ANGEBOTE_TV19_2025_12_final.csv,validate,info,Verarbeitung gestartet,,44,2025-10-13 20:45:19,,
959,PLAN_UMSATZ_TV5_2024_06_testlauf.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2025-03-26 06:19:25,73,
960,SONSTIGE_ANGEBOTE_TV8_2025_01.csv,validate,info,Verarbeitung gestartet,,76,2025-04-03 07:11:18,,2024-07-02 20:56:57
961,SONSTIGE_ANGEBOTE_TV4_2024_10_final.csv,export,error,Verarbeitung fehlgeschlagen,PLZ ungültig,59,2024-07-25 05:08:56,14,2024-10-07 23:52:10
962,PLAN_UMSATZ_TV17_2025_03_final.csv,ingest,info,Verarbeitung gestartet,,7,2025-04-13 17:42:55,,
963,PLAN_UMSATZ_TV19_2024_02_korrigiert.csv,export,error,Verarbeitung fehlgeschlagen,PLZ ungültig,64,2025-03-22 17:26:44,,2024-03-08 16:32:58
964,PLAN_UMSATZ_TV7_2024_12.csv,export,info,Verarbeitung gestartet,,,2025-06-05 08:39:18,,2025-07-02 16:30:57
965,PLAN_UMSATZ_TV17_2025_05.csv,ingest,info,Verarbeitung gestartet,,,2025-09-21 01:50:37,,2024-09-26 01:33:44
966,TICKET_VERKAEUFE_TV20_2025_11_testlauf.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,39,2024-05-25 08:59:43,48,
967,SONSTIGE_ANGEBOTE_TV20_2024_03.csv,aggregate,info,Verarbeitung gestartet,,,2024-03-12 01:00:10,,
968,SONSTIGE_ANGEBOTE_TV16_2025_10.csv,export,success,Verarbeitung erfolgreich,,18,2024-07-24 05:25:39,80,2025-06-12 09:45:04
969,PLAN_UMSATZ_TV9_2024_09_testlauf.csv,ingest,info,Verarbeitung gestartet,,37,2025-08-25 02:20:43,74,
970,SONSTIGE_ANGEBOTE_TV14_2025_12_korrigiert.csv,ingest,info,Verarbeitung gestartet,,67,2024-09-12 19:18:41,,
971,PLAN_UMSATZ_TV9_2025_05_v1.csv,aggregate,info,Verarbeitung gestartet,,5,2025-05-24 10:48:21,60,
972,TICKET_VERKAEUFE_TV12_2024_04.csv,aggregate,success,Verarbeitung erfolgreich,,74,2024-10-04 19:15:08,,
973,PLAN_UMSATZ_TV10_2025_03_v1.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,20,2024-04-19 05:47:27,76,2024-11-21 23:28:15
974,TICKET_VERKAEUFE_TV7_2025_11.csv,validate,success,Verarbeitung erfolgreich,,,2025-04-28 04:55:43,43,
975,SONSTIGE_ANGEBOTE_TV4_2025_06.csv,aggregate,info,Verarbeitung gestartet,,1,2025-12-04 12:24:41,11,
976,SONSTIGE_ANGEBOTE_TV8_2025_02.csv,ingest,info,Verarbeitung gestartet,,44,2024-04-18 03:04:27,17,
977,SONSTIGE_ANGEBOTE_TV14_2025_12_korrigiert.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,40,2025-07-14 16:03:40,,2025-12-26 11:02:42
978,PLAN_UMSATZ_TV16_2024_11.csv,aggregate,info,Verarbeitung gestartet,,,2025-08-27 21:42:59,41,
979,TICKET_VERKAEUFE_TV10_2025_08_korrigiert.csv,export,error,Verarbeitung fehlgeschlagen,Ungültiges Datumsformat,,2025-01-05 12:02:03,52,2025-07-03 18:50:54
980,SONSTIGE_ANGEBOTE_TV13_2024_05.csv,aggregate,info,Verarbeitung gestartet,,,2025-05-19 03:29:42,,
981,SONSTIGE_ANGEBOTE_TV4_2025_06.csv,ingest,info,Verarbeitung gestartet,,69,2025-10-13 13:19:31,,2025-01-24 03:30:53
982,PLAN_UMSATZ_TV18_2025_01_final.csv,validate,info,Verarbeitung gestartet,,56,2024-04-02 17:15:04,,2025-02-18 05:18:28
983,TICKET_VERKAEUFE_TV2_2024_07_korrigiert.csv,export,info,Verarbeitung gestartet,,53,2025-08-06 00:48:25,21,2024-07-05 08:57:53
984,SONSTIGE_ANGEBOTE_TV14_2025_08.csv,ingest,info,Verarbeitung gestartet,,,2024-02-28 03:04:08,,
985,SONSTIGE_ANGEBOTE_TV14_2025_11.csv,ingest,info,Verarbeitung gestartet,,33,2024-07-09 23:00:52,19,2024-07-13 13:46:21
986,TICKET_VERKAEUFE_TV1_2025_05_korrigiert.csv,aggregate,info,Verarbeitung gestartet,,24,2024-02-15 23:36:54,,
987,TICKET_VERKAEUFE_TV13_2025_07_testlauf.csv,validate,info,Verarbeitung gestartet,,72,2024-11-16 20:58:13,,2025-06-02 05:39:26
988,SONSTIGE_ANGEBOTE_TV15_2025_03_v1.csv,aggregate,success,Verarbeitung erfolgreich,,43,2024-10-02 08:34:20,26,2025-05-05 08:36:50
989,PLAN_UMSATZ_TV18_2024_12_testlauf.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,41,2024-01-04 09:47:43,,
990,PLAN_UMSATZ_TV7_2024_09.csv,ingest,error,Verarbeitung fehlgeschlagen,Ungültiges Datumsformat,37,2025-11-17 06:30:42,42,
991,TICKET_VERKAEUFE_TV18_2025_04.csv,export,info,Verarbeitung gestartet,,,2025-07-27 13:47:24,,
992,SONSTIGE_ANGEBOTE_TV8_2025_01.csv,export,info,Verarbeitung gestartet,,53,2024-06-30 16:13:25,,2024-05-24 22:08:23
993,SONSTIGE_ANGEBOTE_TV17_2025_07_korrigiert.csv,ingest,info,Verarbeitung gestartet,,37,2025-02-19 19:29:14,,
994,TICKET_VERKAEUFE_TV10_2025_07_testlauf.csv,aggregate,success,Verarbeitung erfolgreich,,13,2024-05-08 22:01:50,,
995,PLAN_UMSATZ_TV7_2025_06_korrigiert.csv,validate,success,Verarbeitung erfolgreich,,49,2024-11-04 21:59:30,5,2025-04-05 15:00:09
996,PLAN_UMSATZ_TV4_2024_07.csv,validate,warning,Verarbeitung mit Warnungen,,33,2024-03-14 22:52:06,,
997,TICKET_VERKAEUFE_TV12_2024_05_final.csv,ingest,info,Verarbeitung gestartet,,25,2024-02-01 23:57:50,33,2024-09-18 20:53:24
998,PLAN_UMSATZ_TV8_2025_06.csv,aggregate,info,Verarbeitung gestartet,,33,2025-06-13 18:53:49,,2025-01-19 16:17:39
999,PLAN_UMSATZ_TV9_2024_05.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,16,2024-07-30 05:23:29,,2025-05-01 08:42:59
1000,SONSTIGE_ANGEBOTE_TV11_2025_08_final.csv,aggregate,info,Verarbeitung gestartet,,75,2024-01-04 09:09:56,,
1001,TICKET_VERKAEUFE_TV4_2024_06_testlauf.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,67,2024-04-07 23:50:56,1,
1002,SONSTIGE_ANGEBOTE_TV5_2025_07.csv,export,info,Verarbeitung gestartet,,47,2024-07-10 23:32:36,63,2024-01-14 11:37:44
1003,PLAN_UMSATZ_TV8_2024_02_testlauf.csv,aggregate,info,Verarbeitung gestartet,,45,2024-05-07 03:41:07,,2024-08-14 03:02:38
1004,TICKET_VERKAEUFE_TV16_2024_02_v1.csv,export,success,Verarbeitung erfolgreich,,32,2025-06-16 15:23:52,,2025-06-25 00:56:16
1005,TICKET_VERKAEUFE_TV4_2024_06_testlauf.csv,export,info,Verarbeitung gestartet,,20,2025-02-19 05:25:52,,2024-02-18 08:47:06
1006,SONSTIGE_ANGEBOTE_TV16_2024_04.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,72,2024-05-17 06:20:22,14,
1007,SONSTIGE_ANGEBOTE_TV17_2025_07_korrigiert.csv,aggregate,info,Verarbeitung gestartet,,31,2024-12-22 23:43:00,,2024-09-12 09:39:44
1008,PLAN_UMSATZ_TV15_2024_08.csv,ingest,info,Verarbeitung gestartet,,74,2025-12-07 04:48:30,16,
1009,PLAN_UMSATZ_TV9_2024_07.csv,aggregate,info,Verarbeitung gestartet,,5,2024-12-17 03:53:36,,
1010,TICKET_VERKAEUFE_TV19_2024_12.csv,validate,error,Verarbeitung fehlgeschlagen,Ungültiges Datumsformat,40,2025-08-27 01:43:46,,
1011,PLAN_UMSATZ_TV12_2025_02_final.csv,ingest,info,Verarbeitung gestartet,,72,2025-05-09 22:43:12,,2024-12-30 00:25:55
1012,SONSTIGE_ANGEBOTE_TV20_2024_01_final.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,7,2025-09-06 03:18:03,,2024-09-27 20:42:25
1013,TICKET_VERKAEUFE_TV6_2025_06_korrigiert.csv,validate,info,Verarbeitung gestartet,,59,2025-01-13 15:36:02,,
1014,TICKET_VERKAEUFE_TV2_2025_03.csv,export,info,Verarbeitung gestartet,,20,2025-07-26 02:22:15,27,
1015,PLAN_UMSATZ_TV10_2025_03_v1.csv,aggregate,warning,Verarbeitung mit Warnungen,,35,2025-10-10 06:51:03,30,
1016,PLAN_UMSATZ_TV20_2024_12_final.csv,aggregate,info,Verarbeitung gestartet,,,2025-03-25 20:45:09,,2025-01-16 22:08:49
1017,TICKET_VERKAEUFE_TV18_2025_04.csv,aggregate,info,Verarbeitung gestartet,,,2025-12-02 05:32:58,36,
1018,SONSTIGE_ANGEBOTE_TV4_2025_08_korrigiert.csv,export,info,Verarbeitung gestartet,,22,2025-10-21 15:33:10,,
1019,TICKET_VERKAEUFE_TV4_2024_06_testlauf.csv,ingest,error,Verarbeitung fehlgeschlagen,Ticketcode unbekannt,,2025-06-23 07:17:32,,
1020,TICKET_VERKAEUFE_TV6_2025_06_korrigiert.csv,export,info,Verarbeitung gestartet,,7,2024-09-06 12:16:35,,2025-10-07 12:10:34
1021,SONSTIGE_ANGEBOTE_TV13_2025_12_testlauf.csv,ingest,info,Verarbeitung gestartet,,26,2025-08-07 08:11:13,,
1022,PLAN_UMSATZ_TV12_2025_02_final.csv,ingest,info,Verarbeitung gestartet,,29,2024-10-15 12:51:14,,
1023,SONSTIGE_ANGEBOTE_TV14_2025_11.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,13,2024-01-08 20:54:40,,
1024,TICKET_VERKAEUFE_TV5_2024_06.csv,export,info,Verarbeitung gestartet,,,2025-01-16 17:29:41,3,2025-07-14 15:32:17
1025,PLAN_UMSATZ_TV19_2025_08.csv,ingest,warning,Verarbeitung mit Warnungen,,,2024-10-20 12:55:46,37,
1026,TICKET_VERKAEUFE_TV8_2025_01_testlauf.csv,validate,info,Verarbeitung gestartet,,36,2025-03-29 11:49:43,,
1027,TICKET_VERKAEUFE_TV4_2024_06_testlauf.csv,aggregate,info,Verarbeitung gestartet,,18,2024-06-12 00:17:23,17,
1028,SONSTIGE_ANGEBOTE_TV7_2024_08_v1.csv,ingest,success,Verarbeitung erfolgreich,,72,2025-05-26 04:34:15,,2024-03-31 20:48:22
1029,PLAN_UMSATZ_TV17_2025_05.csv,ingest,info,Verarbeitung gestartet,,7,2025-09-25 05:22:33,,
1030,SONSTIGE_ANGEBOTE_TV9_2024_01_final.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2025-03-19 12:44:29,,2025-04-24 21:29:47
1031,SONSTIGE_ANGEBOTE_TV12_2024_10_v1.csv,export,info,Verarbeitung gestartet,,63,2025-06-16 16:44:42,2,
1032,SONSTIGE_ANGEBOTE_TV8_2025_04.csv,ingest,info,Verarbeitung gestartet,,10,2025-10-08 09:15:53,,2024-12-04 02:19:17
1033,TICKET_VERKAEUFE_TV20_2025_06_korrigiert.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,40,2025-04-30 17:27:26,,
1034,TICKET_VERKAEUFE_TV10_2025_06_korrigiert.csv,export,warning,Verarbeitung mit Warnungen,,19,2024-04-12 11:52:46,,2025-08-13 19:31:44
1035,SONSTIGE_ANGEBOTE_TV16_2025_11_testlauf.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,24,2024-08-16 00:44:08,,2024-11-06 02:52:04
1036,SONSTIGE_ANGEBOTE_TV2_2025_08_v1.csv,export,info,Verarbeitung gestartet,,63,2025-04-29 19:02:24,73,
1037,SONSTIGE_ANGEBOTE_TV5_2025_06.csv,export,success,Verarbeitung erfolgreich,,46,2025-05-31 03:38:46,,2024-02-29 10:38:30
1038,PLAN_UMSATZ_TV12_2024_02.csv,export,info,Verarbeitung gestartet,,39,2024-05-01 14:59:37,31,2025-09-23 13:21:28
1039,SONSTIGE_ANGEBOTE_TV18_2024_12.csv,validate,info,Verarbeitung gestartet,,5,2024-01-31 02:58:02,,
1040,TICKET_VERKAEUFE_TV7_2024_01.csv,validate,info,Verarbeitung gestartet,,37,2025-01-14 10:18:27,,
1041,TICKET_VERKAEUFE_TV19_2024_10.csv,export,success,Verarbeitung erfolgreich,,,2025-10-25 22:07:48,,2025-12-07 19:27:32
1042,PLAN_UMSATZ_TV10_2025_10_testlauf.csv,export,warning,Verarbeitung mit Warnungen,,,2024-07-16 02:15:38,,
1043,PLAN_UMSATZ_TV17_2025_04.csv,validate,info,Verarbeitung gestartet,,,2025-06-23 16:33:27,,
1044,SONSTIGE_ANGEBOTE_TV18_2025_09_v1.csv,export,info,Verarbeitung gestartet,,53,2024-07-07 00:22:52,,
1045,TICKET_VERKAEUFE_TV4_2025_09.csv,export,info,Verarbeitung gestartet,,,2024-12-09 12:15:21,14,2024-01-27 19:57:09
1046,PLAN_UMSATZ_TV6_2025_01.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,35,2025-01-30 12:19:24,,
1047,TICKET_VERKAEUFE_TV8_2025_01_testlauf.csv,export,info,Verarbeitung gestartet,,77,2025-08-12 06:58:22,,
1048,SONSTIGE_ANGEBOTE_TV19_2025_04.csv,export,error,Verarbeitung fehlgeschlagen,Ungültiges Datumsformat,44,2025-12-21 10:10:55,,2024-04-20 15:39:34
1049,PLAN_UMSATZ_TV18_2025_05.csv,validate,error,Verarbeitung fehlgeschlagen,Ticketcode unbekannt,68,2025-02-06 21:06:22,,2025-03-18 13:42:19
1050,PLAN_UMSATZ_TV8_2025_06.csv,validate,info,Verarbeitung gestartet,,38,2025-12-02 06:30:16,,
1051,SONSTIGE_ANGEBOTE_TV8_2025_02.csv,validate,info,Verarbeitung gestartet,,50,2024-07-04 21:20:49,,
1052,TICKET_VERKAEUFE_TV7_2025_11.csv,ingest,info,Verarbeitung gestartet,,24,2025-10-26 03:44:50,,
1053,TICKET_VERKAEUFE_TV1_2024_10.csv,ingest,info,Verarbeitung gestartet,,23,2025-06-12 01:26:36,,
1054,PLAN_UMSATZ_TV16_2024_11.csv,validate,info,Verarbeitung gestartet,,28,2025-04-11 20:53:43,,2024-04-04 18:38:01
1055,PLAN_UMSATZ_TV4_2025_04.csv,aggregate,info,Verarbeitung gestartet,,27,2024-11-13 17:14:57,,
1056,PLAN_UMSATZ_TV6_2025_07_final.csv,validate,info,Verarbeitung gestartet,,3,2024-08-20 07:15:20,,2024-01-15 12:39:55
1057,SONSTIGE_ANGEBOTE_TV2_2025_08_v1.csv,ingest,success,Verarbeitung erfolgreich,,5,2025-06-25 03:06:22,,2025-05-24 19:06:25
1058,PLAN_UMSATZ_TV1_2025_06_final.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,48,2025-08-11 21:46:11,,
1059,SONSTIGE_ANGEBOTE_TV9_2024_10_testlauf.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,58,2024-08-26 04:17:38,,
1060,TICKET_VERKAEUFE_TV11_2025_02.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2025-03-13 02:03:04,78,
1061,TICKET_VERKAEUFE_TV9_2025_04.csv,export,info,Verarbeitung gestartet,,38,2024-12-22 00:06:17,,
1062,SONSTIGE_ANGEBOTE_TV11_2024_08_korrigiert.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2024-12-20 16:02:45,34,
1063,PLAN_UMSATZ_TV6_2025_01.csv,validate,info,Verarbeitung gestartet,,,2024-02-10 02:07:53,,
1064,PLAN_UMSATZ_TV9_2024_09_testlauf.csv,aggregate,info,Verarbeitung gestartet,,68,2024-05-14 19:17:19,,
1065,PLAN_UMSATZ_TV20_2025_08_korrigiert.csv,ingest,info,Verarbeitung gestartet,,42,2024-05-02 11:23:27,60,
1066,SONSTIGE_ANGEBOTE_TV3_2024_12.csv,aggregate,error,Verarbeitung fehlgeschlagen,Pflichtfeld fehlt,50,2025-12-19 17:55:14,,2025-11-12 09:19:32
1067,PLAN_UMSATZ_TV9_2024_07.csv,aggregate,info,Verarbeitung gestartet,,7,2024-02-11 22:35:55,39,
1068,SONSTIGE_ANGEBOTE_TV13_2024_02_v1.csv,aggregate,info,Verarbeitung gestartet,,,2025-04-20 20:03:32,12,
1069,TICKET_VERKAEUFE_TV4_2025_12.csv,validate,info,Verarbeitung gestartet,,29,2025-01-03 22:01:40,,2024-11-16 14:09:31
1070,PLAN_UMSATZ_TV6_2025_08.csv,export,info,Verarbeitung gestartet,,,2025-05-26 10:59:40,47,
1071,SONSTIGE_ANGEBOTE_TV17_2024_06.csv,aggregate,info,Verarbeitung gestartet,,,2025-03-07 03:34:42,43,
1072,SONSTIGE_ANGEBOTE_TV17_2024_02_final.csv,export,info,Verarbeitung gestartet,,10,2024-07-09 12:07:38,,2025-09-11 11:05:50
1073,PLAN_UMSATZ_TV17_2025_02.csv,export,info,Verarbeitung gestartet,,,2025-09-02 20:39:39,70,
1074,TICKET_VERKAEUFE_TV11_2024_04_v1.csv,ingest,info,Verarbeitung gestartet,,23,2025-04-03 09:31:31,,2024-09-04 11:47:49
1075,TICKET_VERKAEUFE_TV7_2025_10.csv,validate,info,Verarbeitung gestartet,,16,2025-03-20 12:16:33,,
1076,TICKET_VERKAEUFE_TV9_2024_01.csv,validate,info,Verarbeitung gestartet,,62,2024-12-26 07:14:44,15,
1077,PLAN_UMSATZ_TV11_2025_07_v1.csv,aggregate,success,Verarbeitung erfolgreich,,,2024-06-23 08:07:23,11,2025-08-17 13:32:09
1078,PLAN_UMSATZ_TV13_2024_09.csv,aggregate,info,Verarbeitung gestartet,,68,2025-05-20 03:39:21,36,2025-01-28 08:27:39
1079,TICKET_VERKAEUFE_TV9_2025_04.csv,validate,info,Verarbeitung gestartet,,,2025-06-18 07:58:01,,2024-02-19 19:03:57
1080,SONSTIGE_ANGEBOTE_TV8_2025_01.csv,validate,info,Verarbeitung gestartet,,20,2025-02-10 03:14:42,,
1081,PLAN_UMSATZ_TV5_2024_06.csv,aggregate,error,Verarbeitung fehlgeschlagen,Ticketcode unbekannt,31,2024-08-25 16:29:56,,
1082,SONSTIGE_ANGEBOTE_TV20_2024_03.csv,validate,error,Verarbeitung fehlgeschlagen,PLZ ungültig,26,2024-07-12 21:56:19,,2024-02-17 03:53:13
1083,SONSTIGE_ANGEBOTE_TV19_2025_12_final.csv,aggregate,success,Verarbeitung erfolgreich,,65,2025-01-22 19:26:47,63,
1084,SONSTIGE_ANGEBOTE_TV9_2025_11_v1.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,25,2024-05-17 02:00:31,,
1085,PLAN_UMSATZ_TV17_2025_05.csv,validate,info,Verarbeitung gestartet,,35,2025-10-01 17:16:38,,
1086,PLAN_UMSATZ_TV17_2025_02.csv,aggregate,info,Verarbeitung gestartet,,76,2024-10-23 13:24:41,,
1087,SONSTIGE_ANGEBOTE_TV19_2025_12_final.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2024-10-28 13:19:10,,2025-12-19 23:07:48
1088,TICKET_VERKAEUFE_TV14_2024_03.csv,ingest,info,Verarbeitung gestartet,,,2025-10-23 19:58:02,46,
1089,PLAN_UMSATZ_TV10_2025_10_testlauf.csv,validate,info,Verarbeitung gestartet,,68,2025-01-01 19:51:53,,2025-06-19 20:35:19
1090,PLAN_UMSATZ_TV13_2024_09.csv,ingest,info,Verarbeitung gestartet,,3,2025-03-25 15:20:16,,
1091,SONSTIGE_ANGEBOTE_TV18_2024_12.csv,export,info,Verarbeitung gestartet,,53,2024-11-22 15:46:14,2,2025-07-31 23:42:17
1092,PLAN_UMSATZ_TV8_2025_02_final.csv,validate,info,Verarbeitung gestartet,,79,2024-08-13 10:12:25,,2024-05-05 04:33:08
1093,PLAN_UMSATZ_TV17_2025_04.csv,export,info,Verarbeitung gestartet,,58,2024-02-11 11:55:20,,
1094,TICKET_VERKAEUFE_TV16_2024_02_v1.csv,ingest,warning,Verarbeitung mit Warnungen,,33,2024-04-10 20:31:13,,
1095,TICKET_VERKAEUFE_TV6_2025_07_final.csv,export,success,Verarbeitung erfolgreich,,22,2024-03-20 12:40:06,,2024-03-04 03:42:30
1096,TICKET_VERKAEUFE_TV6_2025_10_korrigiert.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,25,2024-11-16 05:45:30,43,2024-02-21 04:17:12
